Id,Period,Data_value,Series_title_2
722,2013.09,4030.4,RTS total industries
723,2013.10,4407.2,RTS total industries
724,2013.11,4572.1,RTS total industries
725,2013.12,5528,RTS total industries
726,2014.01,4419.7,RTS total industries
727,2014.02,4082.4,RTS total industries
728,2014.03,4495.7,RTS total industries
729,2014.04,4298.3,RTS total industries
730,2014.05,4468,RTS total industries
731,2014.06,4142.3,RTS total industries
732,2014.07,4331.3,RTS total industries
733,2014.08,4334.6,RTS total industries
734,2014.09,4219.2,RTS total industries
735,2014.10,4638.3,RTS total industries
736,2014.11,4719.1,RTS total industries
737,2014.12,5733,RTS total industries
738,2015.01,4616.6,RTS total industries
739,2015.02,4246.9,RTS total industries
740,2015.03,4663.1,RTS total industries
741,2015.04,4465.5,RTS total industries
742,2015.05,4611.2,RTS total industries
743,2015.06,4348.4,RTS total industries
744,2015.07,4575.4,RTS total industries
745,2015.08,4515.3,RTS total industries
746,2015.09,4474.7,RTS total industries
747,2015.10,4907.8,RTS total industries
748,2015.11,4938,RTS total industries
749,2015.12,6108.6,RTS total industries
750,2016.01,4854.8,RTS total industries
751,2016.02,4639.7,RTS total industries
752,2016.03,4950.1,RTS total industries
753,2016.04,4813.7,RTS total industries
754,2016.05,4762.7,RTS total industries
755,2016.06,4643,RTS total industries
756,2016.07,4842.9,RTS total industries
757,2016.08,4661.8,RTS total industries
758,2016.09,4748.3,RTS total industries
759,2016.10,5112.8,RTS total industries
760,2016.11,5191.7,RTS total industries
761,2016.12,6463.1,RTS total industries
762,2017.01,5211.4,RTS total industries
763,2017.02,4841.1,RTS total industries
764,2017.03,5324.1,RTS total industries
765,2017.04,5115.5,RTS total industries
766,2017.05,5108.3,RTS total industries
767,2017.06,4938.5,RTS total industries
768,2017.07,5044.6,RTS total industries
769,2017.08,4991.6,RTS total industries
770,2017.09,5015.1,RTS total industries
771,2017.10,5353.3,RTS total industries
772,2017.11,5611.9,RTS total industries
773,2017.12,6857.1,RTS total industries
774,2018.01,5447,RTS total industries
775,2018.02,5056.6,RTS total industries
776,2018.03,5698.9,RTS total industries
777,2018.04,5211.6,RTS total industries
778,2018.05,5336.9,RTS total industries
779,2018.06,5202.2,RTS total industries
780,2018.07,5255.9,RTS total industries
781,2018.08,5319.6,RTS total industries
782,2018.09,5314.4,RTS total industries
783,2018.10,5680.7,RTS total industries
784,2018.11,5874.1,RTS total industries
785,2018.12,6936,RTS total industries
786,2019.01,5653.2,RTS total industries
787,2019.02,5238.7,RTS total industries
788,2019.03,5754.5,RTS total industries
789,2019.04,5470,RTS total industries
790,2019.05,5520.1,RTS total industries
791,2019.06,5280.3,RTS total industries
792,2019.07,5359.3,RTS total industries
793,2019.08,5485,RTS total industries
794,2019.09,5345.5,RTS total industries
795,2019.10,5769.6,RTS total industries
796,2019.11,6171.2,RTS total industries
797,2019.12,7209.2,RTS total industries
798,2020.01,5891.4,RTS total industries
799,2020.02,5691.1,RTS total industries
800,2020.03,5651.5,RTS total industries
801,2020.04,2870.6,RTS total industries
802,2020.05,5188.2,RTS total industries
803,2020.06,5701.2,RTS total industries
804,2020.07,5969,RTS total industries
805,2020.08,5439,RTS total industries
806,2020.09,5734.4,RTS total industries
807,2020.10,6250.7,RTS total industries
808,2020.11,6256,RTS total industries
809,2020.12,7459.5,RTS total industries
810,2021.01,6005.7,RTS total industries
811,2021.02,5391.4,RTS total industries
812,2021.03,5937.3,RTS total industries
813,2021.04,5989.7,RTS total industries
814,2021.05,6129.8,RTS total industries
815,2021.06,5930.9,RTS total industries
816,2021.07,6252.2,RTS total industries
817,2021.08,4821.6,RTS total industries
818,2021.09,4878.1,RTS total industries
819,2021.10,5774.4,RTS total industries
820,2021.11,6436.9,RTS total industries
821,2021.12,7771,RTS total industries
822,2022.01,6346.4,RTS total industries
823,2022.02,5449.3,RTS total industries
824,2022.03,5910.3,RTS total industries
825,2022.04,6113.9,RTS total industries
826,2022.05,6171.5,RTS total industries
827,2022.06,6042.8,RTS total industries
828,2022.07,6221,RTS total industries
829,2022.08,6117,RTS total industries
830,2022.09,6270.9,RTS total industries
831,2022.10,6734.3,RTS total industries
832,2022.11,6895.3,RTS total industries
833,2022.12,8146.3,RTS total industries
834,2003.10,7.6,RTS total industries
835,2003.11,8.5,RTS total industries
836,2003.12,9.6,RTS total industries
837,2004.01,8.9,RTS total industries
838,2004.02,9.8,RTS total industries
839,2004.03,8.7,RTS total industries
840,2004.04,11.2,RTS total industries
841,2004.05,8.7,RTS total industries
842,2004.06,11.9,RTS total industries
843,2004.07,11.4,RTS total industries
844,2004.08,7.6,RTS total industries
845,2004.09,11.1,RTS total industries
846,2004.10,9,RTS total industries
847,2004.11,9.1,RTS total industries
848,2004.12,7.4,RTS total industries
849,2005.01,8,RTS total industries
850,2005.02,8,RTS total industries
851,2005.03,10.1,RTS total industries
852,2005.04,9.1,RTS total industries
853,2005.05,6.9,RTS total industries
854,2005.06,10.1,RTS total industries
855,2005.07,8.2,RTS total industries
856,2005.08,9.5,RTS total industries
857,2005.09,10.5,RTS total industries
858,2005.10,9.9,RTS total industries
859,2005.11,8.6,RTS total industries
860,2005.12,8.1,RTS total industries
861,2006.01,7.5,RTS total industries
862,2006.02,7.8,RTS total industries
863,2006.03,9.6,RTS total industries
864,2006.04,7.6,RTS total industries
865,2006.05,11.7,RTS total industries
866,2006.06,11,RTS total industries
867,2006.07,7.9,RTS total industries
868,2006.08,9.8,RTS total industries
869,2006.09,8.3,RTS total industries
870,2006.10,7.2,RTS total industries
871,2006.11,9,RTS total industries
872,2006.12,10.4,RTS total industries
873,2007.01,9.2,RTS total industries
874,2007.02,10,RTS total industries
875,2007.03,9.7,RTS total industries
876,2007.04,7.4,RTS total industries
877,2007.05,7.2,RTS total industries
878,2007.06,7.6,RTS total industries
879,2007.07,6.1,RTS total industries
880,2007.08,8.2,RTS total industries
881,2007.09,8.1,RTS total industries
882,2007.10,7.6,RTS total industries
883,2007.11,9.6,RTS total industries
884,2007.12,6.9,RTS total industries
885,2008.01,8.1,RTS total industries
886,2008.02,10.5,RTS total industries
887,2008.03,4.4,RTS total industries
888,2008.04,5.5,RTS total industries
889,2008.05,8.3,RTS total industries
890,2008.06,2.2,RTS total industries
891,2008.07,6.6,RTS total industries
892,2008.08,5.7,RTS total industries
893,2008.09,3.6,RTS total industries
894,2008.10,6.4,RTS total industries
895,2008.11,1.4,RTS total industries
896,2008.12,1.9,RTS total industries
897,2009.01,3.3,RTS total industries
898,2009.02,-1.4,RTS total industries
899,2009.03,1.4,RTS total industries
900,2009.04,3.1,RTS total industries
901,2009.05,1.6,RTS total industries
902,2009.06,2.3,RTS total industries
903,2009.07,2.7,RTS total industries
904,2009.08,1.2,RTS total industries
905,2009.09,2.5,RTS total industries
906,2009.10,2.2,RTS total industries
907,2009.11,2.3,RTS total industries
908,2009.12,4.2,RTS total industries
909,2010.01,3.5,RTS total industries
910,2010.02,3.2,RTS total industries
911,2010.03,5.7,RTS total industries
912,2010.04,3.4,RTS total industries
913,2010.05,2.4,RTS total industries
914,2010.06,4.6,RTS total industries
915,2010.07,4.6,RTS total industries
916,2010.08,1.8,RTS total industries
917,2010.09,5.2,RTS total industries
918,2010.10,4.9,RTS total industries
919,2010.11,6.4,RTS total industries
920,2010.12,6.3,RTS total industries
921,2011.01,6,RTS total industries
922,2011.02,5.9,RTS total industries
923,2011.03,6.1,RTS total industries
924,2011.04,9.9,RTS total industries
925,2011.05,6.3,RTS total industries
926,2011.06,8.6,RTS total industries
927,2011.07,7.9,RTS total industries
928,2011.08,8,RTS total industries
929,2011.09,7.2,RTS total industries
930,2011.10,7.4,RTS total industries
931,2011.11,6.1,RTS total industries
932,2011.12,5.8,RTS total industries
933,2012.01,4.9,RTS total industries
934,2012.02,8.9,RTS total industries
935,2012.03,6.4,RTS total industries
936,2012.04,1.9,RTS total industries
937,2012.05,6.5,RTS total industries
938,2012.06,6.1,RTS total industries
939,2012.07,1.6,RTS total industries
940,2012.08,7.6,RTS total industries
941,2012.09,4.8,RTS total industries
942,2012.10,3.4,RTS total industries
943,2012.11,6.6,RTS total industries
944,2012.12,4,RTS total industries
945,2013.01,6.2,RTS total industries
946,2013.02,2.7,RTS total industries
947,2013.03,4.7,RTS total industries
948,2013.04,5.7,RTS total industries
949,2013.05,6.1,RTS total industries
950,2013.06,5.5,RTS total industries
951,2013.07,7.6,RTS total industries
952,2013.08,6.6,RTS total industries
953,2013.09,3.7,RTS total industries
954,2013.10,7.2,RTS total industries
955,2013.11,6.8,RTS total industries
956,2013.12,5.4,RTS total industries
957,2014.01,6,RTS total industries
958,2014.02,5.8,RTS total industries
959,2014.03,4.8,RTS total industries
960,2014.04,5.4,RTS total industries
961,2014.05,7.1,RTS total industries
962,2014.06,3.5,RTS total industries
963,2014.07,4.6,RTS total industries
964,2014.08,3.6,RTS total industries
965,2014.09,4.7,RTS total industries
966,2014.10,5.2,RTS total industries
967,2014.11,3.2,RTS total industries
968,2014.12,3.7,RTS total industries
969,2015.01,4.5,RTS total industries
970,2015.02,4,RTS total industries
971,2015.03,3.7,RTS total industries
972,2015.04,3.9,RTS total industries
973,2015.05,3.2,RTS total industries
974,2015.06,5,RTS total industries
975,2015.07,5.6,RTS total industries
976,2015.08,4.2,RTS total industries
977,2015.09,6.1,RTS total industries
978,2015.10,5.8,RTS total industries
979,2015.11,4.6,RTS total industries
980,2015.12,6.6,RTS total industries
981,2016.01,5.2,RTS total industries
982,2016.02,9.3,RTS total industries
983,2016.03,6.2,RTS total industries
984,2016.04,7.8,RTS total industries
985,2016.05,3.3,RTS total industries
986,2016.06,6.8,RTS total industries
987,2016.07,5.8,RTS total industries
988,2016.08,3.2,RTS total industries
989,2016.09,6.1,RTS total industries
990,2016.10,4.2,RTS total industries
991,2016.11,5.1,RTS total industries
992,2016.12,5.8,RTS total industries
993,2017.01,7.3,RTS total industries
994,2017.02,4.3,RTS total industries
995,2017.03,7.6,RTS total industries
996,2017.04,6.3,RTS total industries
997,2017.05,7.3,RTS total industries
998,2017.06,6.4,RTS total industries
999,2017.07,4.2,RTS total industries
1000,2017.08,7.1,RTS total industries
1001,2017.09,5.6,RTS total industries
1002,2017.10,4.7,RTS total industries
1003,2017.11,8.1,RTS total industries
1004,2017.12,6.1,RTS total industries
1005,2018.01,4.5,RTS total industries
1006,2018.02,4.5,RTS total industries
1007,2018.03,7,RTS total industries
1008,2018.04,1.9,RTS total industries
1009,2018.05,4.5,RTS total industries
1010,2018.06,5.3,RTS total industries
1011,2018.07,4.2,RTS total industries
1012,2018.08,6.6,RTS total industries
1013,2018.09,6,RTS total industries
1014,2018.10,6.1,RTS total industries
1015,2018.11,4.7,RTS total industries
1016,2018.12,1.2,RTS total industries
1017,2019.01,3.8,RTS total industries
1018,2019.02,3.6,RTS total industries
1019,2019.03,1,RTS total industries
1020,2019.04,5,RTS total industries
1021,2019.05,3.4,RTS total industries
1022,2019.06,1.5,RTS total industries
1023,2019.07,2,RTS total industries
1024,2019.08,3.1,RTS total industries
1025,2019.09,0.6,RTS total industries
1026,2019.10,1.6,RTS total industries
1027,2019.11,5.1,RTS total industries
1028,2019.12,3.9,RTS total industries
1029,2020.01,4.2,RTS total industries
1030,2020.02,8.6,RTS total industries
1031,2020.03,-1.8,RTS total industries
1032,2020.04,-47.5,RTS total industries
1033,2020.05,-6,RTS total industries
1034,2020.06,8,RTS total industries
1035,2020.07,11.4,RTS total industries
1036,2020.08,-0.8,RTS total industries
1037,2020.09,7.3,RTS total industries
1038,2020.10,8.3,RTS total industries
1039,2020.11,1.4,RTS total industries
1040,2020.12,3.5,RTS total industries
1041,2021.01,1.9,RTS total industries
1042,2021.02,-5.3,RTS total industries
1043,2021.03,5.1,RTS total industries
1044,2021.04,108.7,RTS total industries
1045,2021.05,18.1,RTS total industries
1046,2021.06,4,RTS total industries
1047,2021.07,4.7,RTS total industries
1048,2021.08,-11.4,RTS total industries
1049,2021.09,-14.9,RTS total industries
1050,2021.10,-7.6,RTS total industries
1051,2021.11,2.9,RTS total industries
1052,2021.12,4.2,RTS total industries
1053,2022.01,5.7,RTS total industries
1054,2022.02,1.1,RTS total industries
1055,2022.03,-0.5,RTS total industries
1056,2022.04,2.1,RTS total industries
1057,2022.05,0.7,RTS total industries
1058,2022.06,1.9,RTS total industries
1059,2022.07,-0.5,RTS total industries
1060,2022.08,26.9,RTS total industries
1061,2022.09,28.6,RTS total industries
1062,2022.10,16.6,RTS total industries
1063,2022.11,7.1,RTS total industries
1064,2022.12,4.8,RTS total industries
1065,2000.01,,RTS core industries
1066,2000.02,,RTS core industries
1067,2000.03,,RTS core industries
1068,2000.04,,RTS core industries
1069,2000.05,,RTS core industries
1070,2000.06,,RTS core industries
1071,2000.07,,RTS core industries
1072,2000.08,,RTS core industries
1073,2000.09,,RTS core industries
1074,2000.10,,RTS core industries
1075,2000.11,,RTS core industries
1076,2000.12,,RTS core industries
1077,2001.01,,RTS core industries
1078,2001.02,,RTS core industries
1079,2001.03,,RTS core industries
1080,2001.04,,RTS core industries
1081,2001.05,,RTS core industries
1082,2001.06,,RTS core industries
1083,2001.07,,RTS core industries
1084,2001.08,,RTS core industries
1085,2001.09,,RTS core industries
1086,2001.10,,RTS core industries
1087,2001.11,,RTS core industries
1088,2001.12,,RTS core industries
1089,2002.01,,RTS core industries
1090,2002.02,,RTS core industries
1091,2002.03,,RTS core industries
1092,2002.04,,RTS core industries
1093,2002.05,,RTS core industries
1094,2002.06,,RTS core industries
1095,2002.07,,RTS core industries
1096,2002.08,,RTS core industries
1097,2002.09,,RTS core industries
1098,2002.10,1928.3,RTS core industries
1099,2002.11,1983.8,RTS core industries
1100,2002.12,2545,RTS core industries
1101,2003.01,1952.2,RTS core industries
1102,2003.02,1802.3,RTS core industries
1103,2003.03,1976.6,RTS core industries
1104,2003.04,1931.8,RTS core industries
1105,2003.05,1966.7,RTS core industries
1106,2003.06,1814.8,RTS core industries
1107,2003.07,1949.6,RTS core industries
1108,2003.08,1944.8,RTS core industries
1109,2003.09,1898.8,RTS core industries
1110,2003.10,2074.9,RTS core industries
1111,2003.11,2135.4,RTS core industries
1112,2003.12,2756.4,RTS core industries
1113,2004.01,2096.9,RTS core industries
1114,2004.02,1963.7,RTS core industries
1115,2004.03,2108.1,RTS core industries
1116,2004.04,2103,RTS core industries
1117,2004.05,2080.5,RTS core industries
1118,2004.06,1970.4,RTS core industries
1119,2004.07,2130.6,RTS core industries
1120,2004.08,2038.8,RTS core industries
1121,2004.09,2057.1,RTS core industries
1122,2004.10,2207,RTS core industries
1123,2004.11,2285.3,RTS core industries
1124,2004.12,2936.6,RTS core industries
1125,2005.01,2257,RTS core industries
1126,2005.02,2098.6,RTS core industries
1127,2005.03,2304.9,RTS core industries
1128,2005.04,2275.5,RTS core industries
1129,2005.05,2214.1,RTS core industries
1130,2005.06,2160,RTS core industries
1131,2005.07,2283.2,RTS core industries
1132,2005.08,2203.5,RTS core industries
1133,2005.09,2243.3,RTS core industries
1134,2005.10,2401.7,RTS core industries
1135,2005.11,2462.6,RTS core industries
1136,2005.12,3153.2,RTS core industries
1137,2006.01,2386.7,RTS core industries
1138,2006.02,2225.4,RTS core industries
1139,2006.03,2492.7,RTS core industries
1140,2006.04,2410.3,RTS core industries
1141,2006.05,2408.3,RTS core industries
1142,2006.06,2345.3,RTS core industries
1143,2006.07,2413.2,RTS core industries
1144,2006.08,2386.1,RTS core industries
1145,2006.09,2428.6,RTS core industries
